Texte Jupyter;Auteur;nb_RT;Details_etude;Défiant_Confiant;Mention_Pouvoir;Mention_acteurs_pharma;Mention_Personnalite_politique;Mention_Conflit_interet;Mention_fonctionnement_recherche;Discours_complotiste
RT @labatmarie1: Véran s'en prend aux partisans de la Chloroquine, sur la base de l'étude, que tout le monde désormais sait bidonnée, parue dans le Lancet. Il les traite d'irresponsables. C'est l'hôpital qui se fout de la charité, ce ministre ! https://www.gala.fr/l_actu/news_de_stars/un-sacre-cluster-dirresponsables-le-coup-de-gueule-dolivier-veran_449212;labatmarie1;254;0;D;1;0;0;0;0;0
RT @OSTERElizabeth1: A tous ceux  qui brandissent l'étude du Lancet contre l'#HydroxyChloroquine, une reponse claire de médecins français sur ce qu'elle est réellement : un outil  de propagande d'un coût de 50 millions d'euros. Financé par qui selon vous ? https://twitter.com/Laissonslespre1/status/1264172471806316544;OSTERElizabeth1;253;0;D;0;0;0;0;0;0
RT @ArianeWalter: Le geste barrière n°1, c'est se protéger d'un mec qui se dit ministre de la santé mais ne sait pas lire un rapport du #Lancet. Soyons tous vigilants en attendant sa démission qui ne saurait tarder. #VeranDemission https://twitter.com/olivierveran/status/1268905428269875200;ArianeWalter;253;0;D;1;0;0;1;0;0
RT @DailyCaller: Medical Journal Retracts Study Claiming Hydroxychloroquine Is Dangerous. https://dailycaller.com/2020/06/04/medical-journal-lancet-retracts-study-hydroxychloroquine/;DailyCaller;252;0;N;0;0;0;0;0;0
RT @DubreuilhMarcel: Quand l'étude du Lancet de 2003 préconisait la chloroquine / hydroxychloroquine pour lutter contre les coronavirus...  On en parle ?  Titrant :  Effets de la chloroquine sur les infections virales : un vieux médicament contre les maladies actuelles https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(03)00806-5/fulltext?fbclid=IwAR2d79izVd5Z30136bkfi2XTv5owFjAGMhgiUF0a4MzuGq-yYBU_Ch-pi0k https://twitter.com/DubreuilhMarcel/status/1264920047715266561/photo/1;DubreuilhMarcel;251;1;D;0;0;0;0;0;0
RT @MESNIERThomas: La #chloroquine #hydroxychloriquine ne bénéficie pas aux patients #Covid. Pire, elle est néfaste. Étude publiée dans The Lancet sur plus de 96.000 patients dans près de 700 hôpitaux dont 15.000 ont pris de la chloroquine. Voilà. #Science;MESNIERThomas;250;1;C;0;0;0;0;0;0
RT @jmAlric11: L’#Australie confirme que les chiffres concernant leur pays et faisant partie de l’étude parue dans le #Lancet sont faux ????;jmAlric11;248;1;D;1;0;0;0;0;0
"RT @PaulLarrouturou: ""Pourquoi encore toutes ces hésitations bureaucratiques incompréhensibles ?!"" tweetait Ségolène Royal le 23 mars pour soutenir Raoult,""médecin spécialiste incontesté"".  Après l'étude de The Lancet sur la #chloroquine, elle les supprime discrétos.??(Captures de @FallaitPasSuppr) https://twitter.com/PaulLarrouturou/status/1264492916287983617/photo/1";PaulLarrouturou;247;0;N;0;0;1;1;0;0
"RT @OuchikhKarim: Trop tard, Monsieur Véran ! Votre empressement à interdire la #chloraquinine, sur la base de ""l’étude"" contestable du #TheLancet, est condamnable. Cet amateurisme est décidément la marque de fabrique du gouvernement #Macron auquel vous appartenez. https://www.lexpress.fr/actualite/societe/sante/hydroxychloroquine-olivier-veran-a-ecrit-a-the-lancet-au-sujet-de-l-etude-controversee_2127377.html";OuchikhKarim;247;0;D;1;0;0;0;0;0
"RT @OSTERElizabeth1: Les auteurs de l'article  du Lancet anti #hydroxychloroquine  refusent de communiquer leurs données ! Une suspicion renforcee plane sur cette étude très contestée,  mais brandie par l'OMS pour cesser ""provisoirement "" les essais  sur le protocole #Raoult ! Pour qui bosse l'#OMS?";OSTERElizabeth1;92;0;D;0;0;0;0;1;0
"RT @ViolaineGuerin: #lancetgate ""Surgisphere se vante pourtant de ""la précision"" et de ""l'efficacité"" de ses outils créés pour le Covid-19, ""validés"" par un centre de recherche de l'université d'Oxford""- Vous parlez université d'Oxford qui gère Recovery?On creuse un peu plus? https://www.francetvinfo.fr/sante/maladie/coronavirus/enquete-franceinfo-chloroquine-sur-les-traces-de-surgisphere-la-societe-au-coeur-du-scandale-de-letude-du-lancet_3993379.html";ViolaineGuerin;246;0;D;0;0;0;0;0;0
RT @LMucchielli: Épisode 14: les journalistes se sont jetés sur un article du Lancet, pour lui faire dire ce que les auteurs de cette étude espéraient : l'hydroxychloroquine est un poison. Ce traitement médiatique est honteux. Cette étude est une escroquerie intellectuelle https://blogs.mediapart.fr/laurent-mucchielli/blog/260520/fin-de-partie-pour-l-hydroxychloroquine-une-escroquerie-intellectuelle;LMucchielli;245;0;D;0;0;0;0;0;0
"RT @medicalfollower: ???? #Hydroxychloroquine?: Fraude du Lancet et Santé des Français. Veran s’enfonce dans le scandale.  ""Ces polémiques me passent très loin au-dessus de la tête"" affirme Véran https://www.egora.fr/actus-pro/politique-de-sante/59457-hydroxychloroquine-ces-polemiques-me-passent-tres-loin-au-dessus";medicalfollower;244;0;D;1;0;0;0;0;0
RT @Lvsimplement: Où est passé M. Véran depuis la décision précipitée du gouvernement français suite à l'étude publiée dans The Lancet ?;Lvsimplement;243;0;D;1;0;0;1;0;0
"RT @pdousteblazy: C’est une entreprise de démolition pour tous les médicaments qui sont susceptibles de marcher. Qui a manipulé ? Au profit de qui ? « PremiereEdition: The Lancet: Philippe Douste-Blazy dénonce ""une manipulation"" après la rétractation des auteurs de l'étude sur l’hydroxychloroquine https://twitter.com/PremiereEdition/status/1268781857501519874/video/1 — https://twitter.com/PremiereEdition/status/1268781857501519874 »";pdousteblazy;243;0;D;0;0;0;1;0;0
RT @Bassinrebel: ????A NE MANQUER SOUS AUCUN PRÉTEXTE .  #DidierRaoult ne peut se laisser faire par 1 telle embrouille #TheLancet ! ??  Énormes conflits d’intérêts sur l’étude du Pr Mandeep Mehra publiée dans The Lancet. – Sentinelle Citoyenne https://sentinellecitoyenne.fr/enormes-conflits-dinterets-sur-letude-du-pr-mandeep-mehra-publiee-dans-the-lancet/;Bassinrebel;242;0;D;0;0;0;0;1;0
RT @GilbertDeray: Les articles qui sont en voie de rétraction dans le Lancet et le NEJM sont un désastre. Elles sont nos références. Ces errements illustrent que le temps scientifique doit être déconnecté de celui médiatique. L’urgence de la pandémie ne justifie pas les études médiocres.;GilbertDeray;240;0;D;0;0;0;0;0;0
RT @jmAlric11: L’#Australie confirme que les chiffres concernant leur pays et faisant partie de l’étude parue dans le #Lancet sont faux ???? https://twitter.com/niro60487270/status/1265902196438097920;jmAlric11;238;1;D;0;0;0;1;0;0
RT @DocteurGonzo4: ??[THREAD] Lettre ouverte de M. Erbelin, membre de l'Académie brésilienne des sciences, détenteur de l'Ordre national du mérite scientifique et de la médaille Thomson.  « L’article de The Lancet n’est pas de la science, c’est une instrumentalisation de la science » Résumé ??;DocteurGonzo4;237;0;D;0;0;0;0;0;0
RT @Jean_DAlbret: @raoult_didier La précision apportée par @france_soir déjà censurée ?  Elle indiquait l'existence d'un serveur commun à Gilead et Surgisphere. @raoult_didier @dr_l_alexandre  #HydroxyChloroquine #Lancet  #LancetGate https://twitter.com/Jean_DAlbret/status/1266374391991951361/photo/1;Jean_DAlbret;237;0;D;0;1;0;0;0;0
RT @mselon3: Trois des auteurs de l'étude de #TheLancet sur l'#Hydroxychloroquine se rétractent et ne cautionnent plus les conclusions devant l'impossibilité de fiabiliser les données. #Veran devra répondre de sa précipitation à instrumentaliser cette étude foireuse contre #Raoult;mselon3;80;0;D;0;0;0;0;0;0
RT @OSTERElizabeth1: L'ESPAGNE, désavoue l'#OMS ainsi que l'étude #MEHRA du LANCET, et maintient le traitement du covid-19 avec l'#HydroxyChloroquine . La voie de la raison s'exprime dans de nombreux pays. Mais que se passe-t-il en FRANCE? Qu'est devenu le droit à la santé des français?;OSTERElizabeth1;100;0;D;0;0;0;1;0;0
"RT @collCartonJaune: Il apparait que les 3 auteurs de l'article du Lancet  sur la chloroquine ont des liens avérés avec ""Big Pharma"" et que l'étude a été menée sur registres, sans groupe témoin tiré au sort. Vous noterez la jubilation des medias complices comme BFM sur le sujet. Cherchez l'erreur";collCartonJaune;235;0;D;0;1;0;0;0;0
"RT @publicsenat: #Hydroxychloroquine non prescrite après les résultats de l'étude de The Lancet. ""Cette étude était en réalité une vaste farce, dont les scientifiques, les soignants, les patients et votre gouvernement en ont été les dindons. C'est triste"" déclare @alainhoupert  #QAG https://twitter.com/publicsenat/status/1270714950386806785/video/1";publicsenat;235;0;D;1;0;0;1;0;0
RT @SophiaAram: Je ne sais pas si l'étude du Lancet clos le débat scientifique sur la #Chloroquine, mais je sens venir le temps du plus gigantesque MUR DES CONS de l'histoire. https://twitter.com/medicusfr/status/1263837955107565570;SophiaAram;234;0;C;0;0;0;1;0;0
RT @IronManPatriote: Après l'étude de The Lancet Olivier Véran est-il toujours ministre de la santé ? Après sa mise en examen Richard Ferrand est-il toujours président de l'Assemblée ? Après le confinement à géométrie variable Christophe Castaner est-il toujours ministre de l'Intérieur ? Un scandale;IronManPatriote;233;0;D;1;0;0;0;1;0
RT @medicalfollower: ????INCROYABLE - Remdesivir: A coup d études foireuses et truquées (veteran/Lancet/NEMJ) avec l aide de bienfaiteurs (#veran), Gilead a réussi à faire de son Medoc pourrie à 800€ ( zéro effet sur le covid19/40% d’effets secondaires) Le Médicament Covid19 ?? https://www.cnn.com/2020/06/07/health/remdesivir-donation-runs-out-coronavirus/index.html;medicalfollower;233;0;N;1;1;0;0;0;0
RT @OSTERElizabeth1: L'ESPAGNE, désavoue l'#OMS ainsi que l'étude #MEHRA du LANCET, et maintient le traitement du covid-19 avec l'#HydroxyChloroquine . La voie de la raison s'exprime dans de nombreux pays. Mais que se passe-t-il en FRANCE? Qu'est devenu le droit à la santé des français? https://twitter.com/GregoryMakles/status/1266122554344947718;OSTERElizabeth1;100;0;D;0;0;0;1;0;0
RT @OSTERElizabeth1: Bye bye le coup du fake de l'étude du #Lancet ! C'était ÉNORME ! Que de questions derrière cette imposture ! La communauté des vrais scientifiques montre que fidèle à  ses valeurs elle sait défendre notre droit à  la santé loin de l'OMS qui révèle au grand jour ses insuffisances. https://twitter.com/dperetti/status/1266792246176894981;OSTERElizabeth1;232;0;D;0;0;0;0;0;0
"RT @GaccioB: ""Les gars on a publié une étude dans notre journal mais ne l’a lisez pas si ça se trouve c’est de la daube""? C’est ce que je comprends ?";GaccioB;232;0;D;0;0;0;0;0;0
RT @lemondefr: Hydroxychloroquine : trois auteurs de l’étude du « Lancet » se rétractent https://www.lemonde.fr/sciences/article/2020/06/04/hydroxychloroquine-trois-auteurs-de-l-etude-du-lancet-se-retractent_6041803_1650684.html?utm_campaign=Lehuit&utm_medium=Social&utm_source=Twitter;lemondefr;232;0;N;0;0;0;0;0;0
"RT @medicalfollower: ???? URGENT!  Les Anglais se moquent de l’étude US Mehra Lancet, et la boycottent !   Pour eux ""l'essai RECOVERY offre l'opportunité la meilleure et la plus rapide de produire des informations fiables sur les effets globaux du HCQ"" @olivierveran https://twitter.com/medicalfollower/status/1265059186024513540/photo/1";medicalfollower;231;0;D;0;0;0;0;0;0
RT @medicalfollower: ???? #LancetGate  « L'article a de grosses failles méthodologiques qui peuvent remettre en question les conclusions de l'étude » Carole Dufouil, directrice de recherche à l'Inserm  https://www.francetvinfo.fr/sante/maladie/coronavirus/l-etude-du-lancet-sur-la-chloroquine-est-elle-foireuse-comme-l-affirme-le-professeur-didier-raoult_3986303.html;medicalfollower;231;1;D;0;0;0;0;0;0
RT @ViolaineGuerin: Lancet étude Mehra : 73 morts en Australie ! Problème seulement 67 morts répertoriés par l'Université John Hopkins pour toute l'Australie. On continue de s'enliser... #hydroxychloroquine #Ethique Quelques avocats pour aller contrôler la base de données ?  https://www.theguardian.com/science/2020/may/28/questions-raised-over-hydroxychloroquine-study-which-caused-who-to-halt-trials-for-covid-19;ViolaineGuerin;230;1;D;0;0;0;0;0;0
RT @1995juliacs: #raoult après avoir échoué  avec le #lancet on essai de détruire le Pr Raoult par la justice ...le monde médical devient pourri ..j'enlève mon titre;1995juliacs;230;0;D;0;0;0;1;0;0
RT @mormach: On a de plus en plus l'impression d'une attaque coordonnée contre la Chloroquine... et par suite contre #Raoult... La publication par #Lancet d'un pseudo test qui n'est qu'un copié-collé de situations disparates et de cas hors protocole #Raoult!  #Gilead a donné le signal!;mormach;229;0;D;0;1;0;0;0;0
RT @pierrejovanovic: le fin mot de l'histoire: #Lancet sous le poids des #BigPharma a publié un article bidon sur la #chloroquinine parce @realDonaldTrump a déclaré qu'il en prenait ! Fonctionne depuis 70 ans la chloroquine Merci #Gilead;pierrejovanovic;229;0;D;0;1;1;0;0;0
RT @GilbertDeray: Une confirmation de la toxicité cardiaque de chloroquine/Azithromycine (OMS) Le Lancet rectifie les erreurs et confirme les conclusions (il faut attendre la lecture par des experts indépendants) L’étude SOLIDARITY sera disponible dans deux semaines (OMS) https://www.ahajournals.org/doi/pdf/10.1161/CIRCULATIONAHA.120.048238;GilbertDeray;228;0;N;0;0;0;0;0;0
RT @DubreuilhMarcel: Retournement total concernant l'étude Lancet, le Dr Mandeep Mehra (l'homme de l'étude) fait marche arrière après des dysfonctionnements et demande à la société qui a fourni les données pour l'étude, des réponses de toute urgence. Encore une fois les médias nous ont menti ! https://twitter.com/raoult_didier/status/1265914255234289664;DubreuilhMarcel;122;1;D;0;0;0;0;0;0
"RT @DubreuilhMarcel: L'anti-Raoult, le Professeur Froguel : “Je ne suis pas pro-Raoult mais l'étude publiée par The Lancet, c'est une merde”  ""Ce papier est une merde en grande partie fabriquée par une firme inconnue qui voulait se faire de la pub.""  https://france3-regions.francetvinfo.fr/hauts-de-france/hydroxychloroquine-je-ne-suis-pro-raoult-etude-publiee-the-lancet-c-est-merde-lance-pr-froguel-1834562.html?fbclid=IwAR0Ud1iEWFIteBTxMSRuAKJQ-SwSvWd_XmDokLGb1iDUapoZ3PQJsAWtX3s https://twitter.com/DubreuilhMarcel/status/1266292264201973764/photo/1";DubreuilhMarcel;227;0;D;0;0;0;0;0;0
RT @alainhoupert: Et le feuilleton continue ! On doit rire ou pleurer ? https://www.huffingtonpost.fr/entry/hydroxychloroquine-3-des-4-auteurs-de-letude-du-lancet-se-retractent_fr_5ed94c42c5b6e94449bca315;alainhoupert;226;0;D;0;0;0;0;0;0
#LancetGate. Les Pieds nickelés font de la science https://youtu.be/zUbiYhknaK0 via @YouTube;Inconnu;0;0;N;0;0;0;0;0;0
RT @rene_chiche: Pour le dire autrement : l'étude publiée par The Lancet ne prouve strictement rien. Constater des occurrences contiguës n'est pas établir des relations de cause à effet. Ce qui est insupportable, c'est qu'on s'en empare en prétendant qu'elle démontre ce qu'elle n'établit pas. https://twitter.com/rene_chiche/status/1264117404566773761;rene_chiche;224;1;D;0;0;0;0;0;0
RT @dragonduclos: La prise de position d'Olivier Veran et son empressement à faire interdire la prescription de l'hydroxychloroquine, sur la base d'une compilation de données hasardeuses publiées par The Lancet, remises en cause par de nombreux pays et de nombreux scientifiques, pose question ! https://twitter.com/AlertesInfosUSA/status/1266384333910220801;dragonduclos;60;0;D;1;0;0;1;0;0
"RT @ChLECHEVALIER: Transmis au Gouvernement Français, seul au monde à dégommer un de ses propres princes en virologie : @raoult_didier  !  OUI : L'étude de la soi-disant ""prestigieuse"" revue Le Lancet est bien foireuse !  Le Gvt australien est bien surpris...  https://www.jeanmarcmorandini.com/article-426337-chloroquine-ce-matin-le-pr-raoult-affirme-que-le-lancet-demande-en-urgence-des-comptes-aux-auteurs-de-l-etude-publiee-ce-week-end.html";ChLECHEVALIER;222;0;D;1;0;0;0;0;0
